customer_id,full_name,email,phone,created_at
52,Customer 52,customer52@mail.com,+84928206926,2022-05-18 03:27:22.206135
53,Customer 53,customer53@mail.com,+84979935028,2022-09-08 03:27:22.206137
54,Customer 54,customer54@mail.com,+84985986220,2022-11-27 03:27:22.206138
55,Customer 55,customer55@mail.com,+84955862628,2024-03-04 03:27:22.206140
56,Customer 56,customer56@mail.com,+84968676463,2023-03-02 03:27:22.206142
57,Customer 57,customer57@mail.com,+84912804469,2024-04-07 03:27:22.206144
58,Customer 58,customer58@mail.com,+84992022287,2023-08-21 03:27:22.206145
59,Customer 59,customer59@mail.com,+84934924802,2023-06-23 03:27:22.206147
60,Customer 60,customer60@mail.com,+84930335401,2022-09-29 03:27:22.206149
61,Customer 61,customer61@mail.com,+84966644855,2025-02-01 03:27:22.206150
62,Customer 62,customer62@mail.com,+84960870548,2023-12-18 03:27:22.206152
63,Customer 63,customer63@mail.com,+84916863540,2024-08-23 03:27:22.206154
64,Customer 64,customer64@mail.com,+84995379178,2023-06-08 03:27:22.206155
65,Customer 65,customer65@mail.com,+84929625651,2024-03-26 03:27:22.206157
66,Customer 66,customer66@mail.com,+84977282954,2022-12-04 03:27:22.206159
67,Customer 67,customer67@mail.com,+84989706729,2023-10-27 03:27:22.206161
68,Customer 68,customer68@mail.com,+84920915841,2023-07-04 03:27:22.206163
69,Customer 69,customer69@mail.com,+84937562026,2024-01-13 03:27:22.206165
70,Customer 70,customer70@mail.com,+84964950336,2024-07-01 03:27:22.206166
71,Customer 71,customer71@mail.com,+84956040100,2022-08-26 03:27:22.206168
72,Customer 72,customer72@mail.com,+84980053440,2024-02-23 03:27:22.206170
73,Customer 73,customer73@mail.com,+84935031128,2024-08-14 03:27:22.206172
74,Customer 74,customer74@mail.com,+84974165037,2024-08-05 03:27:22.206175
75,Customer 75,customer75@mail.com,+84967809117,2024-06-01 03:27:22.206178
76,Customer 76,customer76@mail.com,+84933393533,2023-04-25 03:27:22.206181
77,Customer 77,customer77@mail.com,+84941719290,2023-03-28 03:27:22.206184
78,Customer 78,customer78@mail.com,+84974343344,2023-01-18 03:27:22.206187
79,Customer 79,customer79@mail.com,+84947109387,2023-08-17 03:27:22.206190
80,Customer 80,customer80@mail.com,+84975217308,2022-07-28 03:27:22.206193
81,Customer 81,customer81@mail.com,+84951568676,2023-04-26 03:27:22.206197
82,Customer 82,customer82@mail.com,+84929950698,2023-09-15 03:27:22.206201
83,Customer 83,customer83@mail.com,+84981497347,2023-12-21 03:27:22.206204
84,Customer 84,customer84@mail.com,+84979956729,2023-02-18 03:27:22.206206
85,Customer 85,customer85@mail.com,+84990705013,2023-04-23 03:27:22.206207
86,Customer 86,customer86@mail.com,+84967740109,2024-06-15 03:27:22.206209
87,Customer 87,customer87@mail.com,+84920456803,2024-08-24 03:27:22.206211
88,Customer 88,customer88@mail.com,+84933963145,2023-06-12 03:27:22.206212
89,Customer 89,customer89@mail.com,+84968679706,2024-09-09 03:27:22.206214
90,Customer 90,customer90@mail.com,+84942637197,2024-12-18 03:27:22.206216
91,Customer 91,customer91@mail.com,+84913826583,2023-03-26 03:27:22.206217
92,Customer 92,customer92@mail.com,+84929858553,2024-06-11 03:27:22.206219
93,Customer 93,customer93@mail.com,+84926999527,2023-02-18 03:27:22.206221
94,Customer 94,customer94@mail.com,+84916592795,2024-12-05 03:27:22.206223
95,Customer 95,customer95@mail.com,+84968982673,2024-11-01 03:27:22.206225
96,Customer 96,customer96@mail.com,+84950387134,2024-09-06 03:27:22.206226
97,Customer 97,customer97@mail.com,+84919540611,2023-12-31 03:27:22.206228
98,Customer 98,customer98@mail.com,+84915653576,2023-12-07 03:27:22.206230
99,Customer 99,customer99@mail.com,+84976270377,2023-06-08 03:27:22.206231
100,Customer 100,customer100@mail.com,+84931493889,2023-06-13 03:27:22.206233
101,Customer 101,customer101@mail.com,+84999384796,2023-09-27 03:27:22.206235
102,Customer 102,customer102@mail.com,+84917712933,2022-09-15 03:27:22.206237
103,Customer 103,customer103@mail.com,+84958260638,2023-12-24 03:27:22.206238
104,Customer 104,customer104@mail.com,+84953897013,2022-05-23 03:27:22.206240
105,Customer 105,customer105@mail.com,+84925321382,2022-11-16 03:27:22.206241
106,Customer 106,customer106@mail.com,+84994270926,2024-01-21 03:27:22.206243
107,Customer 107,customer107@mail.com,+84919579365,2024-09-06 03:27:22.206245
108,Customer 108,customer108@mail.com,+84923766300,2023-05-03 03:27:22.206246
109,Customer 109,customer109@mail.com,+84924449955,2023-06-15 03:27:22.206248
110,Customer 110,customer110@mail.com,+84981560073,2023-07-26 03:27:22.206250
111,Customer 111,customer111@mail.com,+84981033562,2024-03-24 03:27:22.206252
112,Customer 112,customer112@mail.com,+84969865423,2025-01-23 03:27:22.206254
113,Customer 113,customer113@mail.com,+84938613251,2022-08-03 03:27:22.206255
114,Customer 114,customer114@mail.com,+84973712359,2023-11-28 03:27:22.206257
115,Customer 115,customer115@mail.com,+84980143816,2024-12-02 03:27:22.206259
116,Customer 116,customer116@mail.com,+84989328933,2023-07-10 03:27:22.206261
117,Customer 117,customer117@mail.com,+84981417584,2022-07-08 03:27:22.206262
118,Customer 118,customer118@mail.com,+84940552021,2024-04-29 03:27:22.206264
119,Customer 119,customer119@mail.com,+84917517352,2024-05-30 03:27:22.206266
120,Customer 120,customer120@mail.com,+84913729221,2024-03-30 03:27:22.206267
121,Customer 121,customer121@mail.com,+84954100409,2023-03-14 03:27:22.206269
122,Customer 122,customer122@mail.com,+84995442096,2024-01-31 03:27:22.206271
123,Customer 123,customer123@mail.com,+84970526141,2023-05-25 03:27:22.206272
124,Customer 124,customer124@mail.com,+84931733822,2023-12-01 03:27:22.206274
125,Customer 125,customer125@mail.com,+84948616455,2024-11-04 03:27:22.206276
126,Customer 126,customer126@mail.com,+84968308595,2024-01-03 03:27:22.206277
127,Customer 127,customer127@mail.com,+84922853939,2022-07-09 03:27:22.206279
128,Customer 128,customer128@mail.com,+84987455756,2024-05-20 03:27:22.206281
129,Customer 129,customer129@mail.com,+84972138591,2023-07-08 03:27:22.206283
130,Customer 130,customer130@mail.com,+84932894506,2023-06-29 03:27:22.206285
131,Customer 131,customer131@mail.com,+84927140572,2023-07-06 03:27:22.206288
132,Customer 132,customer132@mail.com,+84911485967,2023-07-28 03:27:22.206291
133,Customer 133,customer133@mail.com,+84918404743,2024-10-17 03:27:22.206294
134,Customer 134,customer134@mail.com,+84957905759,2022-05-18 03:27:22.206296
135,Customer 135,customer135@mail.com,+84955897279,2022-09-04 03:27:22.206300
136,Customer 136,customer136@mail.com,+84997989297,2022-08-03 03:27:22.206302
137,Customer 137,customer137@mail.com,+84916909982,2023-05-28 03:27:22.206306
138,Customer 138,customer138@mail.com,+84936853379,2024-08-15 03:27:22.206309
139,Customer 139,customer139@mail.com,+84969937619,2023-02-24 03:27:22.206311
140,Customer 140,customer140@mail.com,+84927106925,2023-11-08 03:27:22.206312
141,Customer 141,customer141@mail.com,+84984235512,2022-08-15 03:27:22.206314
142,Customer 142,customer142@mail.com,+84985271558,2022-10-11 03:27:22.206316
143,Customer 143,customer143@mail.com,+84963367854,2023-03-13 03:27:22.206317
144,Customer 144,customer144@mail.com,+84993743931,2024-11-07 03:27:22.206319
145,Customer 145,customer145@mail.com,+84973927424,2023-02-10 03:27:22.206321
146,Customer 146,customer146@mail.com,+84977953285,2022-07-24 03:27:22.206323
147,Customer 147,customer147@mail.com,+84920578755,2023-08-25 03:27:22.206326
148,Customer 148,customer148@mail.com,+84946905004,2024-10-09 03:27:22.206329
149,Customer 149,customer149@mail.com,+84990077437,2022-10-25 03:27:22.206331
150,Customer 150,customer150@mail.com,+84959571070,2024-05-30 03:27:22.206335
151,Customer 151,customer151@mail.com,+84911540604,2023-01-30 03:27:22.206338
152,Customer 152,customer152@mail.com,+84918754764,2022-07-31 03:27:22.206341
153,Customer 153,customer153@mail.com,+84961650528,2022-09-30 03:27:22.206344
154,Customer 154,customer154@mail.com,+84976349688,2024-04-29 03:27:22.206348
155,Customer 155,customer155@mail.com,+84992076399,2024-09-08 03:27:22.206350
156,Customer 156,customer156@mail.com,+84978346064,2022-10-05 03:27:22.206351
157,Customer 157,customer157@mail.com,+84969109993,2024-06-03 03:27:22.206353
158,Customer 158,customer158@mail.com,+84916603621,2023-12-05 03:27:22.206355
159,Customer 159,customer159@mail.com,+84928722748,2022-09-10 03:27:22.206356
160,Customer 160,customer160@mail.com,+84949970756,2022-10-03 03:27:22.206358
161,Customer 161,customer161@mail.com,+84915095388,2024-06-02 03:27:22.206360
162,Customer 162,customer162@mail.com,+84937702178,2024-12-13 03:27:22.206361
163,Customer 163,customer163@mail.com,+84938915636,2024-07-18 03:27:22.206372
164,Customer 164,customer164@mail.com,+84955410884,2023-01-27 03:27:22.206374
165,Customer 165,customer165@mail.com,+84930457013,2022-08-01 03:27:22.206375
166,Customer 166,customer166@mail.com,+84985656083,2023-07-16 03:27:22.206377
167,Customer 167,customer167@mail.com,+84993909828,2023-07-25 03:27:22.206379
168,Customer 168,customer168@mail.com,+84926186443,2023-10-19 03:27:22.206381
169,Customer 169,customer169@mail.com,+84994717399,2022-09-01 03:27:22.206382
170,Customer 170,customer170@mail.com,+84994222644,2022-05-24 03:27:22.206384
171,Customer 171,customer171@mail.com,+84944687089,2023-10-05 03:27:22.206386
172,Customer 172,customer172@mail.com,+84936914736,2025-01-10 03:27:22.206387
173,Customer 173,customer173@mail.com,+84938077267,2024-10-12 03:27:22.206389
174,Customer 174,customer174@mail.com,+84969097089,2022-12-17 03:27:22.206391
175,Customer 175,customer175@mail.com,+84930099105,2023-10-23 03:27:22.206393
176,Customer 176,customer176@mail.com,+84997042290,2022-12-28 03:27:22.206395
177,Customer 177,customer177@mail.com,+84911352467,2023-09-05 03:27:22.206397
178,Customer 178,customer178@mail.com,+84966383211,2024-01-31 03:27:22.206399
179,Customer 179,customer179@mail.com,+84972415923,2024-09-08 03:27:22.206401
180,Customer 180,customer180@mail.com,+84957714008,2023-09-07 03:27:22.206403
181,Customer 181,customer181@mail.com,+84916720208,2024-10-06 03:27:22.206404
182,Customer 182,customer182@mail.com,+84988705035,2024-08-18 03:27:22.206406
183,Customer 183,customer183@mail.com,+84997610642,2022-10-22 03:27:22.206408
184,Customer 184,customer184@mail.com,+84912470744,2023-06-01 03:27:22.206409
185,Customer 185,customer185@mail.com,+84937803491,2024-07-29 03:27:22.206412
186,Customer 186,customer186@mail.com,+84971104108,2024-03-28 03:27:22.206413
187,Customer 187,customer187@mail.com,+84979731858,2023-04-22 03:27:22.206415
188,Customer 188,customer188@mail.com,+84965508064,2024-01-10 03:27:22.206417
189,Customer 189,customer189@mail.com,+84996101100,2023-10-05 03:27:22.206418
190,Customer 190,customer190@mail.com,+84928026476,2022-07-02 03:27:22.206420
191,Customer 191,customer191@mail.com,+84919974345,2023-09-10 03:27:22.206422
192,Customer 192,customer192@mail.com,+84985101619,2022-10-25 03:27:22.206423
193,Customer 193,customer193@mail.com,+84959027923,2024-10-18 03:27:22.206425
194,Customer 194,customer194@mail.com,+84955135243,2022-07-29 03:27:22.206427
195,Customer 195,customer195@mail.com,+84978516997,2022-06-10 03:27:22.206428
196,Customer 196,customer196@mail.com,+84973137730,2025-01-08 03:27:22.206431
197,Customer 197,customer197@mail.com,+84997195733,2023-06-26 03:27:22.206434
198,Customer 198,customer198@mail.com,+84954441629,2022-06-08 03:27:22.206437
199,Customer 199,customer199@mail.com,+84989225103,2022-12-14 03:27:22.206440
200,Customer 200,customer200@mail.com,+84939438395,2022-12-04 03:27:22.206442
201,Customer 201,customer201@mail.com,+84920956051,2022-12-05 03:27:22.206445
202,Customer 202,customer202@mail.com,+84951018197,2024-10-15 03:27:22.206449
203,Customer 203,customer203@mail.com,+84919559265,2022-07-30 03:27:22.206453
204,Customer 204,customer204@mail.com,+84998097422,2022-12-23 03:27:22.206454
205,Customer 205,customer205@mail.com,+84992764743,2024-12-17 03:27:22.206456
206,Customer 206,customer206@mail.com,+84922711462,2024-06-28 03:27:22.206458
207,Customer 207,customer207@mail.com,+84987239218,2022-06-10 03:27:22.206459
208,Customer 208,customer208@mail.com,+84912895999,2022-08-10 03:27:22.206461
209,Customer 209,customer209@mail.com,+84985970791,2024-11-03 03:27:22.206463
210,Customer 210,customer210@mail.com,+84960791251,2022-10-15 03:27:22.206464
211,Customer 211,customer211@mail.com,+84964321312,2023-05-25 03:27:22.206466
212,Customer 212,customer212@mail.com,+84962909804,2024-02-23 03:27:22.206468
213,Customer 213,customer213@mail.com,+84976065282,2022-05-30 03:27:22.206469
214,Customer 214,customer214@mail.com,+84997436344,2024-10-27 03:27:22.206471
215,Customer 215,customer215@mail.com,+84924489066,2024-07-07 03:27:22.206473
216,Customer 216,customer216@mail.com,+84911430991,2022-07-31 03:27:22.206476
217,Customer 217,customer217@mail.com,+84959753518,2023-06-05 03:27:22.206479
218,Customer 218,customer218@mail.com,+84984708955,2022-05-31 03:27:22.206482
219,Customer 219,customer219@mail.com,+84919477490,2023-09-11 03:27:22.206485
220,Customer 220,customer220@mail.com,+84919234900,2023-05-06 03:27:22.206488
221,Customer 221,customer221@mail.com,+84961999782,2023-10-09 03:27:22.206491
222,Customer 222,customer222@mail.com,+84921521247,2023-09-09 03:27:22.206494
223,Customer 223,customer223@mail.com,+84998121863,2022-09-12 03:27:22.206497
224,Customer 224,customer224@mail.com,+84921545444,2024-09-24 03:27:22.206500
225,Customer 225,customer225@mail.com,+84923829315,2022-08-23 03:27:22.206503
226,Customer 226,customer226@mail.com,+84995086645,2022-07-16 03:27:22.206506
227,Customer 227,customer227@mail.com,+84938772066,2023-08-14 03:27:22.206509
228,Customer 228,customer228@mail.com,+84968158420,2023-04-19 03:27:22.206511
229,Customer 229,customer229@mail.com,+84937527433,2022-09-02 03:27:22.206512
230,Customer 230,customer230@mail.com,+84960675570,2023-09-01 03:27:22.206514
231,Customer 231,customer231@mail.com,+84944156237,2022-11-28 03:27:22.206516
232,Customer 232,customer232@mail.com,+84975523925,2023-11-04 03:27:22.206517
233,Customer 233,customer233@mail.com,+84997386031,2023-06-28 03:27:22.206519
234,Customer 234,customer234@mail.com,+84930611253,2023-10-07 03:27:22.206521
235,Customer 235,customer235@mail.com,+84972079343,2024-08-12 03:27:22.206523
236,Customer 236,customer236@mail.com,+84975708181,2023-12-15 03:27:22.206524
237,Customer 237,customer237@mail.com,+84960589108,2023-07-05 03:27:22.206526
238,Customer 238,customer238@mail.com,+84998782164,2023-10-26 03:27:22.206528
239,Customer 239,customer239@mail.com,+84999104484,2024-08-30 03:27:22.206529
240,Customer 240,customer240@mail.com,+84996458048,2022-06-10 03:27:22.206531
241,Customer 241,customer241@mail.com,+84925070473,2023-07-01 03:27:22.206533
242,Customer 242,customer242@mail.com,+84944344597,2025-01-15 03:27:22.206534
243,Customer 243,customer243@mail.com,+84970888140,2023-12-29 03:27:22.206536
244,Customer 244,customer244@mail.com,+84928139639,2022-12-16 03:27:22.206538
245,Customer 245,customer245@mail.com,+84963467820,2022-07-01 03:27:22.206539
246,Customer 246,customer246@mail.com,+84973911857,2024-09-12 03:27:22.206541
247,Customer 247,customer247@mail.com,+84995255754,2024-03-19 03:27:22.206543
248,Customer 248,customer248@mail.com,+84919189404,2024-06-13 03:27:22.206544
249,Customer 249,customer249@mail.com,+84952724093,2023-12-22 03:27:22.206546
250,Customer 250,customer250@mail.com,+84915969942,2022-06-20 03:27:22.206548
251,Customer 251,customer251@mail.com,+84933877747,2024-07-09 03:27:22.206549
252,Customer 252,customer252@mail.com,+84956198734,2024-05-04 03:27:22.206551
253,Customer 253,customer253@mail.com,+84979355272,2022-07-03 03:27:22.206553
254,Customer 254,customer254@mail.com,+84940226638,2023-03-18 03:27:22.206554
255,Customer 255,customer255@mail.com,+84948194937,2023-09-10 03:27:22.206556
256,Customer 256,customer256@mail.com,+84952715047,2024-11-12 03:27:22.206558
257,Customer 257,customer257@mail.com,+84987439108,2022-09-30 03:27:22.206560
258,Customer 258,customer258@mail.com,+84931306286,2023-02-04 03:27:22.206561
259,Customer 259,customer259@mail.com,+84922321478,2023-04-09 03:27:22.206563
260,Customer 260,customer260@mail.com,+84972735425,2024-11-02 03:27:22.206565
261,Customer 261,customer261@mail.com,+84969348086,2023-01-09 03:27:22.206567
262,Customer 262,customer262@mail.com,+84975405746,2022-11-01 03:27:22.206568
263,Customer 263,customer263@mail.com,+84980284208,2023-11-24 03:27:22.206570
264,Customer 264,customer264@mail.com,+84969624701,2023-04-22 03:27:22.206572
265,Customer 265,customer265@mail.com,+84914328274,2022-06-06 03:27:22.206575
266,Customer 266,customer266@mail.com,+84917242887,2023-12-16 03:27:22.206579
267,Customer 267,customer267@mail.com,+84949255140,2024-12-18 03:27:22.206582
268,Customer 268,customer268@mail.com,+84963187505,2023-09-14 03:27:22.206585
269,Customer 269,customer269@mail.com,+84931750379,2024-03-12 03:27:22.206588
270,Customer 270,customer270@mail.com,+84926975679,2024-07-29 03:27:22.206591
271,Customer 271,customer271@mail.com,+84915936050,2022-06-07 03:27:22.206594
272,Customer 272,customer272@mail.com,+84988867967,2023-08-23 03:27:22.206597
273,Customer 273,customer273@mail.com,+84963865562,2024-02-08 03:27:22.206601
274,Customer 274,customer274@mail.com,+84993575447,2023-06-09 03:27:22.206604
275,Customer 275,customer275@mail.com,+84959316813,2023-12-13 03:27:22.206606
276,Customer 276,customer276@mail.com,+84953418368,2023-02-28 03:27:22.206608
277,Customer 277,customer277@mail.com,+84917890475,2022-11-05 03:27:22.206610
278,Customer 278,customer278@mail.com,+84927000686,2023-04-28 03:27:22.206611
279,Customer 279,customer279@mail.com,+84979013050,2023-11-26 03:27:22.206613
280,Customer 280,customer280@mail.com,+84944580739,2022-09-02 03:27:22.206615
281,Customer 281,customer281@mail.com,+84959889135,2024-01-08 03:27:22.206616
282,Customer 282,customer282@mail.com,+84920901599,2023-04-14 03:27:22.206618
283,Customer 283,customer283@mail.com,+84969886930,2022-11-25 03:27:22.206620
284,Customer 284,customer284@mail.com,+84978770713,2023-11-14 03:27:22.206622
285,Customer 285,customer285@mail.com,+84993054676,2022-10-11 03:27:22.206624
286,Customer 286,customer286@mail.com,+84993285908,2023-08-12 03:27:22.206626
287,Customer 287,customer287@mail.com,+84921173914,2023-02-17 03:27:22.206628
288,Customer 288,customer288@mail.com,+84917947711,2023-12-25 03:27:22.206629
289,Customer 289,customer289@mail.com,+84984390042,2024-04-18 03:27:22.206631
290,Customer 290,customer290@mail.com,+84975857588,2024-12-07 03:27:22.206633
291,Customer 291,customer291@mail.com,+84957881918,2023-06-21 03:27:22.206634
292,Customer 292,customer292@mail.com,+84939323167,2024-09-20 03:27:22.206636
293,Customer 293,customer293@mail.com,+84959495184,2024-08-26 03:27:22.206638
294,Customer 294,customer294@mail.com,+84948003793,2023-04-30 03:27:22.206639
295,Customer 295,customer295@mail.com,+84968473692,2023-11-09 03:27:22.206641
296,Customer 296,customer296@mail.com,+84959391731,2024-01-13 03:27:22.206643
297,Customer 297,customer297@mail.com,+84942613119,2023-09-09 03:27:22.206644
298,Customer 298,customer298@mail.com,+84921438374,2025-01-27 03:27:22.206646
299,Customer 299,customer299@mail.com,+84977982485,2024-08-21 03:27:22.206648
300,Customer 300,customer300@mail.com,+84956183133,2024-01-04 03:27:22.206649
301,Customer 301,customer301@mail.com,+84949302265,2024-07-11 03:27:22.206651
302,Customer 302,customer302@mail.com,+84955104443,2024-02-24 03:27:22.206653
303,Customer 303,customer303@mail.com,+84995046810,2023-06-09 03:27:22.206655
304,Customer 304,customer304@mail.com,+84943260443,2023-01-09 03:27:22.206656
305,Customer 305,customer305@mail.com,+84983613650,2023-01-25 03:27:22.206658
306,Customer 306,customer306@mail.com,+84912085974,2022-06-10 03:27:22.206660
307,Customer 307,customer307@mail.com,+84964834388,2022-06-04 03:27:22.206662
308,Customer 308,customer308@mail.com,+84947915989,2024-02-09 03:27:22.206663
309,Customer 309,customer309@mail.com,+84934385101,2023-07-31 03:27:22.206665
310,Customer 310,customer310@mail.com,+84954067066,2024-01-15 03:27:22.206669
311,Customer 311,customer311@mail.com,+84998926861,2024-02-15 03:27:22.206672
312,Customer 312,customer312@mail.com,+84911661224,2023-11-03 03:27:22.206675
313,Customer 313,customer313@mail.com,+84933113653,2023-08-25 03:27:22.206679
314,Customer 314,customer314@mail.com,+84972541852,2022-09-05 03:27:22.206682
315,Customer 315,customer315@mail.com,+84952222913,2024-04-28 03:27:22.206684
316,Customer 316,customer316@mail.com,+84920483205,2023-03-24 03:27:22.206688
317,Customer 317,customer317@mail.com,+84928161810,2024-08-13 03:27:22.206691
318,Customer 318,customer318@mail.com,+84956901306,2022-08-01 03:27:22.206695
319,Customer 319,customer319@mail.com,+84985336688,2023-05-31 03:27:22.206698
320,Customer 320,customer320@mail.com,+84917175545,2024-12-14 03:27:22.206700
321,Customer 321,customer321@mail.com,+84948623135,2024-10-21 03:27:22.206702
322,Customer 322,customer322@mail.com,+84944143140,2023-06-14 03:27:22.206703
323,Customer 323,customer323@mail.com,+84940537209,2024-11-10 03:27:22.206705
324,Customer 324,customer324@mail.com,+84920484996,2022-07-21 03:27:22.206707
325,Customer 325,customer325@mail.com,+84948603161,2023-03-28 03:27:22.206708
326,Customer 326,customer326@mail.com,+84960491640,2023-05-16 03:27:22.206710
327,Customer 327,customer327@mail.com,+84917504444,2024-10-17 03:27:22.206712
328,Customer 328,customer328@mail.com,+84928643977,2024-04-30 03:27:22.206714
329,Customer 329,customer329@mail.com,+84998366868,2023-04-08 03:27:22.206715
330,Customer 330,customer330@mail.com,+84956482661,2024-12-21 03:27:22.206717
331,Customer 331,customer331@mail.com,+84970373746,2023-05-06 03:27:22.206719
332,Customer 332,customer332@mail.com,+84958590898,2022-09-01 03:27:22.206720
333,Customer 333,customer333@mail.com,+84912793759,2024-01-28 03:27:22.206722
334,Customer 334,customer334@mail.com,+84911837999,2022-11-16 03:27:22.206724
335,Customer 335,customer335@mail.com,+84917917012,2024-01-09 03:27:22.206725
336,Customer 336,customer336@mail.com,+84973912782,2023-03-15 03:27:22.206727
337,Customer 337,customer337@mail.com,+84990789409,2023-12-04 03:27:22.206729
338,Customer 338,customer338@mail.com,+84952852253,2022-09-19 03:27:22.206730
339,Customer 339,customer339@mail.com,+84982889571,2025-01-17 03:27:22.206732
340,Customer 340,customer340@mail.com,+84918108227,2024-05-11 03:27:22.206734
341,Customer 341,customer341@mail.com,+84981240603,2024-09-13 03:27:22.206735
342,Customer 342,customer342@mail.com,+84913279936,2023-07-30 03:27:22.206737
343,Customer 343,customer343@mail.com,+84935745048,2024-04-14 03:27:22.206739
344,Customer 344,customer344@mail.com,+84975212504,2024-10-09 03:27:22.206741
345,Customer 345,customer345@mail.com,+84914506074,2023-02-19 03:27:22.206742
346,Customer 346,customer346@mail.com,+84942061812,2022-07-20 03:27:22.206744
347,Customer 347,customer347@mail.com,+84955399617,2023-03-22 03:27:22.206746
348,Customer 348,customer348@mail.com,+84998416895,2024-05-16 03:27:22.206748
349,Customer 349,customer349@mail.com,+84999830564,2023-01-10 03:27:22.206749
350,Customer 350,customer350@mail.com,+84953823409,2023-11-05 03:27:22.206751
351,Customer 351,customer351@mail.com,+84936288550,2024-11-20 03:27:22.206753
352,Customer 352,customer352@mail.com,+84992034527,2022-06-13 03:27:22.206754
353,Customer 353,customer353@mail.com,+84991815741,2022-11-02 03:27:22.206756
354,Customer 354,customer354@mail.com,+84915062055,2024-02-27 03:27:22.206758
355,Customer 355,customer355@mail.com,+84969671781,2024-06-20 03:27:22.206760
356,Customer 356,customer356@mail.com,+84920326838,2024-05-17 03:27:22.206762
357,Customer 357,customer357@mail.com,+84992153032,2023-01-29 03:27:22.206764
358,Customer 358,customer358@mail.com,+84955231843,2024-05-28 03:27:22.206766
